pktloss,kex_alg,min,25pct,median,95pct,max
0,p256-sikep434,217.2096,218.20827500000001,219.90635,254.754155,312.2916
0.5,p256-sikep434,217.2784,218.39875,219.9669,253.397845,1276.2646
1,p256-sikep434,217.2693,218.541,220.7536,277.93716,1620.2931
1.5,p256-sikep434,217.2394,218.5326,220.61669999999998,522.99603,2251.1026
2,p256-sikep434,217.2572,218.49802499999998,220.6122,523.99331,3697.2853
2.5,p256-sikep434,217.205,218.473375,220.31785,1221.556435,3618.7861
3,p256-sikep434,217.2549,218.44195,219.83625,1224.166345,3632.4443
4,p256-sikep434,217.2283,218.812025,220.73685,1233.187085,7365.9005
5,p256-sikep434,217.3072,218.7554,221.21355,1234.4933150000002,4904.4916
6,p256-sikep434,217.2781,219.10524999999998,221.9176,1243.96713,3752.3803
7,p256-sikep434,217.3319,218.9889,221.45620000000002,1245.6915900000001,7720.256
8,p256-sikep434,217.3407,219.0876,221.5298,1274.2377349999995,7496.2391
9,p256-sikep434,217.3387,219.37472499999998,222.15335,1504.7455599999998,9801.8534
10,p256-sikep434,217.2703,219.42315,222.41405,1536.464375,13730.3224
11,p256-sikep434,217.3093,219.446925,222.4588,1792.86239,13934.6237
12,p256-sikep434,217.4065,220.61787500000003,224.17815000000002,2263.85419,13846.963
13,p256-sikep434,217.3675,219.7884,223.76835,2428.1785199999904,28211.9465
14,p256-sikep434,217.3314,220.370825,230.41145,2565.313629999992,15829.4951
15,p256-sikep434,199.0194,203.02387499999998,210.7231,3222.93491,21772.3183
16,p256-sikep434,199.2185,203.8812,231.21795,3248.209445,40792.7417
17,p256-sikep434,199.1553,203.247,502.8768,3608.108189999999,19183.1973
18,p256-sikep434,199.0255,202.62395,506.4779,3604.7120849999974,15698.3326
19,p256-sikep434,199.129,202.65145,507.8604,3672.6722649999965,55069.929
20,p256-sikep434,199.0044,202.7124,566.89535,4335.415274999995,75934.8157
21,p256-sikep434,217.5367,222.257225,601.7292,4271.789185,45059.2343
22,p256-sikep434,217.4558,222.25580000000002,607.0207499999999,4967.119694999996,22746.3597
23,p256-sikep434,217.3743,222.92652500000003,612.6434999999999,4865.09863499999,108812.8553
