pktloss,kex_alg,min,25pct,median,95pct,max
0,prime256v1,11.7231,11.904274999999998,12.07725,12.80462,15.4469
0.5,prime256v1,11.735,11.96145,12.13415,13.201285,3463.4912
1,prime256v1,11.7507,12.0215,12.2498,13.316789999999996,1224.0638
1.5,prime256v1,11.7542,12.1362,12.38865,223.28806,3415.5696
2,prime256v1,11.7388,12.0377,12.3265,226.03038500000002,2049.0321
2.5,prime256v1,11.7323,12.186499999999999,12.45475,1016.2017700000001,3047.1458
3,prime256v1,11.8026,12.186250000000001,12.477450000000001,1017.31401,7304.6987
4,prime256v1,11.7805,12.214725000000001,12.526050000000001,1024.3745499999998,3447.4914
5,prime256v1,11.7918,12.2986,12.60665,1027.91154,7232.1462
6,prime256v1,11.8172,12.287075000000002,12.617750000000001,1030.511675,3455.5264
7,prime256v1,11.7818,12.2639,12.634,1040.41949,6397.1163
8,prime256v1,11.78,12.38105,12.733,1041.89169,13098.2755
9,prime256v1,11.7961,12.41545,12.786750000000001,1233.80241,7298.5412
10,prime256v1,11.7892,12.3626,12.7865,1044.7192949999999,3605.122
11,prime256v1,11.7671,12.5035,12.90205,1253.0506899999998,18796.1296
12,prime256v1,11.8543,12.45195,12.8748,1265.7620799999918,11612.7969
13,prime256v1,11.8322,12.504475,12.934149999999999,2042.1944149999997,29912.159
14,prime256v1,11.8254,12.5311,13.01225,3036.473745,22777.5128
15,prime256v1,11.6083,11.975900000000001,12.3936,2809.827974999994,14115.5885
16,prime256v1,11.6052,12.000825000000003,12.7852,3042.968045,18673.608
17,prime256v1,11.6638,12.040725,220.84494999999998,3249.4308849999993,25814.4726
18,prime256v1,11.6268,12.0598,223.1802,3323.3320949999998,29990.8982
19,prime256v1,11.6462,12.0974,224.0308,3371.650675,73967.0313
20,prime256v1,11.5831,12.1363,224.65890000000002,3424.619934999997,18733.8538
21,prime256v1,11.8811,12.8317,227.32645,3681.486609999999,50074.1432
22,prime256v1,11.8535,12.805525000000001,227.3202,3939.295384999994,30561.9782
23,prime256v1,11.8251,12.758825000000002,227.72244999999998,4387.553379999999,56695.2301
