pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,65.35334999999999,65.6483125,65.90615,66.2388875,66.591625,67.06163,67.993745
0.1,65.235725,65.4591625,65.7071,65.97886249999999,66.31485,66.7222,67.76684
0.5,65.209975,65.3635625,65.5594,65.8199,66.147875,66.535335,69.059355
1.0,65.214775,65.3618125,65.5676,65.870025,66.26082500000001,66.87346,148.54914000000002
1.5,65.238725,65.41201249999999,65.67134999999999,66.0084,66.495475,96.04541,329.51220500000005
2.0,65.30125,65.538975,65.8741,66.31845,67.07785000000001,143.69256000000001,335.3037500000001
2.5,65.27442500000001,65.4893375,65.7904,66.2353375,69.272175,146.53155999999998,566.0698150000002
3.0,65.3397,65.5755,65.9118,66.4173875,97.14620000000001,148.124645,1070.5715200000002
4.0,65.478775,65.80408750000001,66.30175,67.4036875,145.790125,329.58085,1088.5842400000001
5.0,65.55927499999999,65.942575,66.54625,97.329375,148.302975,333.583225,1149.88149
6.0,65.663725,66.08678750000001,66.9588,143.52669999999998,208.413275,393.464515,1163.8538549999998
7.0,65.88045,66.53013750000001,97.4944,147.4319,330.5215,568.124505,1196.8975350000003
8.0,66.07677500000001,67.19402500000001,143.95985000000002,175.2090125,363.688125,1068.47018,1280.6181100000028
9.0,66.301625,96.69743749999999,146.22615000000002,224.9543625,407.953,1081.44059,1411.55371
10.0,66.643725,114.98792500000002,148.38055,330.88746249999997,463.39595,1096.2545149999999,1604.1257900000007
11.0,66.83744999999999,128.428975,177.07569999999998,360.9803375,678.745175,1152.703935,1952.3724300000038
12.0,96.63162499999999,146.34654999999998,203.09244999999999,382.66798750000004,868.261475,1166.6528150000001,2359.213005
13.0,98.43715,148.50457500000002,329.9891,414.95083750000003,1076.50925,1236.5226400000001,2865.7778550000094
14.0,116.6875,170.596975,332.20355,447.8997,1089.11105,1344.049995,3217.3198650000004
15.0,129.18609999999998,182.82532499999996,379.86705,571.15825,1147.349525,1472.95075,3844.694750000006
16.0,146.7476,227.4251,388.4539,725.3487124999999,1168.15105,1601.4777350000002,4217.036165000001
17.0,148.7618,331.20165,445.9667,1067.355725,1241.1269000000002,2033.8153250000014,4711.993085000004
18.0,159.010725,362.51283749999993,494.31095,1080.8077624999999,1375.4185,2102.635005000001,5187.545290000003
19.0,195.275775,382.7142125,616.2013,1105.1867625,1437.0509499999998,2394.952795,6664.519985000009
20.0,209.77265,404.88641249999995,682.639,1163.9591624999998,1654.90435,2671.359895,8103.845910000024
