pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,158.7036,158.8764,159.02974999999998,159.18525,159.356475,159.55113,159.933325
0.1,158.6697,158.81912499999999,158.9674,159.1057,159.27502500000003,159.4546,159.80528
0.5,158.490225,158.61114999999998,158.72875,158.8738875,159.051225,159.22614500000003,159.51500499999997
1.0,158.499,158.6260375,158.7597,158.912,159.08252500000003,159.25574999999998,159.652655
1.5,158.377025,158.5257,158.6745,158.846,159.043925,159.24369,449.428825
2.0,158.528575,158.65882500000004,158.80055,158.96215,159.13584999999998,159.331165,471.24069500000013
2.5,158.4962,158.624925,158.77095,158.938775,159.1377,159.34497499999998,540.8719350000003
3.0,158.54877499999998,158.67725,158.82074999999998,158.996375,159.2038,159.50546,1161.43505
4.0,158.56552499999998,158.7030375,158.8612,159.04919999999998,159.26387499999998,438.77821500000005,1166.34806
5.0,158.599175,158.7421375,158.9008,159.0968875,159.3168,459.69139,1173.961465
6.0,158.605775,158.76138749999998,158.93644999999998,159.13613750000002,159.425,531.20655,1179.61011
7.0,158.6689,158.84326249999998,159.0303,159.242375,444.491975,548.53758,1183.494095
8.0,158.6686,158.838975,159.04615,159.2652,457.371675,1159.2859500000002,1183.91916
9.0,158.730475,158.91924999999998,159.12805,159.33893750000001,468.99805,1162.5246550000002,1191.00768
10.0,158.803675,159.0059125,159.21615,159.5901375,537.1804,1167.24996,1466.7819000000002
11.0,158.792775,159.004325,159.2142,439.8206,544.0686000000001,1170.14513,1680.2539900000015
12.0,158.82047500000002,159.0270125,159.24765,447.43455,550.0359000000001,1171.4201,2147.8606200000004
13.0,158.78562499999998,159.0275875,159.30915,465.0834,1160.096625,1176.8809999999999,2200.72325
14.0,158.92805,159.1402125,159.37475,519.8318875,1161.0271750000002,1180.060075,3178.486735
15.0,158.937275,159.165925,159.42975,525.8208500000001,1165.8673000000001,1183.785365,3174.957215
16.0,158.99310000000003,159.22392499999998,439.5161,535.9588125,1167.5586,1457.830905,3420.37375500001
17.0,159.005625,159.2449625,441.42505,543.99925,1169.0748,1472.01388,3496.83966
18.0,159.037375,159.2745875,448.69355,745.8168499999999,1174.473375,1482.12179,3601.499465000001
19.0,159.05975,159.3144,464.23995,833.2646125000001,1176.011025,1543.8551099999997,3601.2698050000004
20.0,159.092825,159.39176250000003,520.00275,1160.689325,1183.8101,1850.8376000000005,4064.24211
