pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,63.524175,63.66491250000001,63.804249999999996,63.951975,64.11975,64.287245,64.622525
0.1,63.528525,63.6722,63.81935,63.9638875,64.127575,64.307715,64.66535
0.5,63.346824999999995,63.488512500000006,63.627849999999995,63.7558375,63.9187,64.094395,64.498805
1.0,63.437900000000006,63.589012499999995,63.70735,63.846275,64.018575,64.19306,64.80962
1.5,63.38815,63.5406125,63.67385,63.8247875,64.015625,64.18542,293.58447
2.0,63.3386,63.49923750000001,63.62805,63.7827875,63.984249999999996,64.217075,371.13885500000004
2.5,63.426675,63.600312499999994,63.7487,63.906499999999994,64.10464999999999,64.36135999999999,1064.81348
3.0,63.50557499999999,63.6546875,63.796350000000004,63.951375,64.12369999999999,64.41122,1071.13813
4.0,63.66995,63.8303125,63.96755,64.10786250000001,64.3151,170.524635,1087.2513299999998
5.0,63.484875,63.659537500000006,63.8164,63.9984625,64.2309,329.46734000000004,1088.601415
6.0,63.59505,63.7673125,63.9387,64.1058,64.454225,355.924185,1097.1140300000002
7.0,63.634475,63.8138875,63.980000000000004,64.17276249999999,168.18394999999998,405.6185650000001,1104.148895
8.0,63.7033,63.899125,64.06819999999999,64.2889375,335.23985000000005,1071.45173,1111.9869150000002
9.0,63.754475,63.932512499999994,64.11080000000001,64.3483375,350.6096,1073.339215,1192.8263250000007
10.0,63.78985,63.9700875,64.14935,64.489375,353.790225,1079.7532099999999,1368.531185
11.0,63.8142,64.003175,64.1991,167.69127500000002,375.77549999999997,1086.6842800000002,1378.1163850000003
12.0,63.87595,64.054,64.2699,335.64475000000004,878.46785,1089.03866,2080.777625
13.0,63.8639,64.0616125,64.2968,345.66655000000003,1071.2681000000002,1101.83215,2434.1397500000057
14.0,63.908525,64.1053625,64.3913,352.495975,1073.15625,1103.0912349999999,3102.50281
15.0,63.95285,64.161125,64.55799999999999,355.9064375,1077.570275,1118.70498,3104.619255
16.0,64.006725,64.2167125,167.60715,374.3737375,1087.1237500000002,1314.9310600000001,3118.57163
17.0,64.02755,64.268675,328.95910000000003,403.051275,1087.4523,1344.5713200000002,3372.0077950000004
18.0,64.03515,64.301,336.933,455.5519375,1090.518,1395.8212099999998,3537.57672
19.0,64.0481,64.33225,351.79235,1067.146,1102.159425,1801.4894750000008,3659.080175
20.0,64.084575,64.3956875,352.2588,1069.3023,1103.339625,2001.4687800000002,3969.2384450000004
