pktloss,kex_alg,min,25pct,median,95pct,max
0,p256-frodo640aes,162.1075,163.48635,164.25355000000002,167.720865,174.9943
0.5,p256-frodo640aes,162.106,162.851525,163.40064999999998,242.79685999999998,1419.7968
1,p256-frodo640aes,162.0877,162.9015,163.7135,353.402965,1492.099
1.5,p256-frodo640aes,162.0701,163.3712,164.2538,538.50504,2787.8965
2,p256-frodo640aes,162.0635,163.24365,164.24200000000002,636.1850399999997,3546.3482
2.5,p256-frodo640aes,162.0584,163.588325,164.77429999999998,639.2524299999999,3339.4974
3,p256-frodo640aes,162.0267,163.4023,164.4558,1167.6070300000001,2274.9658
4,p256-frodo640aes,162.0751,163.38835,164.8483,1268.3080099999997,4319.4338
5,p256-frodo640aes,162.1268,163.416875,165.4518,1366.3535100000001,8520.0835
6,p256-frodo640aes,162.1312,164.18245000000002,241.91615000000002,1419.021405,7604.9606
7,p256-frodo640aes,162.1032,164.21585,243.5804,1542.460235,8346.0557
8,p256-frodo640aes,162.1917,164.453625,274.48355000000004,1634.286245,11005.9441
9,p256-frodo640aes,162.1958,164.885325,351.63015,1843.819825,20967.7729
10,p256-frodo640aes,162.2229,165.38257499999997,354.04515,2062.8034799999996,24113.5638
11,p256-frodo640aes,162.3604,166.09412500000002,431.54859999999996,2550.339099999999,23287.3455
12,p256-frodo640aes,162.1693,166.555625,510.0363,2744.3644249999998,268264.7568
13,p256-frodo640aes,162.373,243.29887499999998,542.51315,2939.8480649999997,17421.2261
14,p256-frodo640aes,162.1749,273.1792,573.37625,3996.09743,93529.4291
15,p256-frodo640aes,161.1513,271.565475,637.4645499999999,4012.3771149999875,63503.9527
16,p256-frodo640aes,161.2465,318.89947500000005,655.6913,4560.541479999996,92168.6885
17,p256-frodo640aes,161.2893,348.097675,754.38,5047.500139999998,50350.3776
18,p256-frodo640aes,161.3405,408.525825,880.7724499999999,5546.414419999992,70079.5029
19,p256-frodo640aes,161.2894,429.656275,1022.4174499999999,7445.5289699999985,119294.0123
20,p256-frodo640aes,161.2997,456.576525,1147.56655,8402.715119999999,325114.3056
21,p256-frodo640aes,162.4945,559.1014,1229.31935,11538.029669999996,268705.804
22,p256-frodo640aes,162.5083,618.093625,1315.29905,10591.066079999995,180610.3666
23,p256-frodo640aes,163.3321,684.937875,1508.86375,14493.280364999999,560826.5511
