pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,439.28025,440.76304999999996,442.3256,444.07721250000003,445.973875,449.64402,461.756455
0.1,438.30402499999997,439.75551249999995,441.3388,442.97031250000003,445.020875,449.02336499999996,464.94386
0.5,438.825425,440.546425,442.11749999999995,443.942275,445.96022500000004,450.85880000000003,466.40631
1.0,438.870725,440.7799,442.54985,444.453575,446.92975,454.679515,480.34666000000004
1.5,438.69354999999996,440.081925,441.477,442.909575,444.64297500000004,447.15083999999996,1040.0704050000002
2.0,438.165375,439.5471125,440.9881,442.58833749999997,444.68652499999996,449.70766000000003,1052.837505
2.5,437.84805,439.3532625,440.7558,442.40145,444.622425,452.534155,1441.2707350000003
3.0,438.176775,439.58747500000004,440.98545,442.5623625,444.98045,456.29145,1448.2222100000001
4.0,438.14475,439.6656625,441.2085,443.33898750000003,447.30545,1031.26245,1457.1056049999997
5.0,437.767925,439.34075,441.09635000000003,443.08505,447.5429,1048.98761,1463.402605
6.0,438.057775,439.95145,441.9185,444.297575,455.8968,1054.8017849999999,1465.9372449999998
7.0,438.070475,439.777925,441.64975,444.1574,474.0236,1072.2289250000001,1470.082205
8.0,437.8542,439.78569999999996,441.863,444.91153749999995,1038.523525,1441.46567,1645.57732
9.0,438.36842499999995,440.32030000000003,442.85165,448.85393750000003,1051.1675,1451.9909249999998,1899.3353700000043
10.0,437.97819999999996,439.728375,441.96915,448.448725,1053.545825,1453.244645,2066.70026
11.0,438.35877500000004,440.435725,442.9429,460.3725125,1058.3046,1457.140575,2075.251175
12.0,437.59147499999995,439.7325,442.46574999999996,1033.800975,1076.22515,1463.6004300000002,2788.734110000008
13.0,438.18925,440.48801249999997,444.33074999999997,1043.2483124999999,1445.23365,1468.571865,3115.295735000025
14.0,438.140625,440.6682375,445.3132,1048.523475,1447.4256,1476.51425,3462.320875
15.0,438.012625,440.69903750000003,448.76555,1053.3749375,1451.2998999999998,1641.477435,3474.812355
16.0,438.32505,440.99597500000004,457.9348,1054.4753624999998,1455.31275,1659.1153250000002,4056.925155000001
17.0,438.193925,441.16952499999996,1033.3698,1061.1854624999999,1461.2325999999998,2063.6249,4063.380275
18.0,438.4109,441.73225,1038.2944499999999,1438.1693,1465.278225,2081.63409,4193.60815
19.0,438.607175,442.51352499999996,1042.29025,1441.347825,1468.635325,2466.64894,4308.64819
20.0,438.81597500000004,443.97630000000004,1049.4497000000001,1445.9662750000002,1635.04185,2682.3560150000003,4505.98185
