pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,11.960675000000002,12.037637499999999,12.1363,12.2412,12.375425000000002,12.541144999999998,12.8726
0.1,12.0105,12.1094,12.2162,12.343300000000001,12.48875,12.66783,13.032475000000002
0.5,12.072275000000001,12.190312500000001,12.3163,12.4520875,12.620525,12.80796,13.210565
1.0,12.054374999999999,12.1764125,12.3133,12.449937499999999,12.6395,12.84666,13.522395000000001
1.5,12.08465,12.1951625,12.32975,12.484074999999999,12.670449999999999,12.88602,219.40806500000002
2.0,12.0471,12.1778,12.32235,12.471337499999999,12.661625,12.901720000000001,222.36666
2.5,12.1316,12.2849125,12.43125,12.595562499999998,12.797624999999998,13.053805,1017.0094849999999
3.0,12.132850000000001,12.287412499999999,12.44565,12.616475,12.844724999999999,13.16759,1018.5160300000001
4.0,12.170475,12.3443375,12.51265,12.7125375,12.973524999999999,40.168325,1027.906685
5.0,12.187175,12.3754,12.55475,12.772475,13.081125,227.000825,1033.2551700000001
6.0,12.2889,12.4695125,12.64955,12.846625,13.18265,228.545285,1034.2079899999999
7.0,12.275500000000001,12.477112499999999,12.6815,12.9312625,40.536875,458.39794000000006,1041.971005
8.0,12.368725000000001,12.584025,12.7838,13.026975,226.1553,1017.453335,1045.6320799999999
9.0,12.437125,12.6412125,12.832899999999999,13.1016875,227.636725,1020.9611450000001,1230.1328550000003
10.0,12.462875,12.6932625,12.90655,13.2279875,228.845175,1025.63916,1250.98077
11.0,12.507825,12.742012500000001,12.98735,35.4987125,250.15655,1029.61547,1447.48507
12.0,12.450375,12.715987499999999,12.999099999999999,196.8952,462.48724999999996,1035.53524,1819.2038250000044
13.0,12.51665,12.771524999999999,13.04025,226.0233375,694.4909749999999,1036.2377099999999,2045.5687550000002
14.0,12.630025,12.8700625,13.2492,227.83515,1020.3962,1042.2920550000001,2064.1677449999997
15.0,12.695224999999999,12.9503125,13.388349999999999,245.89557499999998,1024.8063499999998,1222.733995,3048.56712
16.0,12.732925,13.004925,38.439499999999995,247.82918750000002,1026.91175,1236.39015,3283.462025
17.0,12.72495,13.02805,42.1882,251.8512625,1031.981225,1250.82313,3319.649175000001
18.0,12.8069,13.1298,226.25125000000003,498.4181375,1037.618175,1277.9658800000002,3440.884755
19.0,12.835275,13.208,227.30445,1014.4172375,1039.952675,1361.925885,3438.1387300000006
20.0,12.845225,13.2591875,227.78595,1018.6964375,1045.0971,1688.783935,3565.972335000001
