pktloss,kex_alg,min,25pct,median,95pct,max
0,p256-frodo640aes,15.861,16.120375000000003,16.33625,18.39993,23.2091
0.5,p256-frodo640aes,15.8659,16.162925,16.462699999999998,20.160159999999998,1234.4752
1,p256-frodo640aes,15.8641,16.19625,16.5982,40.786615,1244.0106
1.5,p256-frodo640aes,15.8869,16.197049999999997,16.66415,232.30064000000002,3899.2185
2,p256-frodo640aes,15.8895,16.28485,16.773000000000003,262.10191,2189.1929
2.5,p256-frodo640aes,15.8766,16.2111,16.69375,699.6327649999846,7315.2734
3,p256-frodo640aes,15.8494,16.20085,16.8246,1023.45244,3291.7889
4,p256-frodo640aes,15.9083,16.3326,17.005,1033.315965,3076.2697
5,p256-frodo640aes,15.8901,16.437775000000002,17.55475,1046.516025,5180.332
6,p256-frodo640aes,15.8604,16.45375,17.88855,1052.633165,5176.0193
7,p256-frodo640aes,15.9085,16.77195,18.8439,1066.70665,18709.3739
8,p256-frodo640aes,15.915,16.925949999999997,22.4852,1245.111745,9833.6738
9,p256-frodo640aes,15.887,17.088425,29.3265,1263.8417599999998,11059.752
10,p256-frodo640aes,15.9677,17.49175,37.8491,1276.0545749999999,11461.637
11,p256-frodo640aes,15.9445,17.799575,43.2326,1704.3518799999888,22554.5275
12,p256-frodo640aes,15.9718,18.09695,49.923950000000005,2257.406789999999,48040.8793
13,p256-frodo640aes,15.9185,18.325425000000003,54.011799999999994,2199.8441699999994,23716.2926
14,p256-frodo640aes,15.9327,18.959,229.73885,2553.145194999999,28849.6116
15,p256-frodo640aes,14.9962,21.31355,232.8435,3286.791104999999,146370.3481
16,p256-frodo640aes,15.1281,27.350775,250.61579999999998,3254.212174999999,208190.699
17,p256-frodo640aes,15.1187,34.012625,256.9672,4219.58261999999,372939.9248
18,p256-frodo640aes,15.0187,36.310675,262.9164,4933.566059999996,557252.1444
19,p256-frodo640aes,15.1269,41.187574999999995,441.42605000000003,6930.323389999979,221877.5676
20,p256-frodo640aes,15.0928,42.45045,472.29044999999996,7203.926339999989,198511.1555
21,p256-frodo640aes,16.037,68.891975,707.0901,9581.175249999998,180211.294
22,p256-frodo640aes,16.0863,74.71119999999999,702.11045,9866.136814999998,507739.6769
23,p256-frodo640aes,16.1507,79.25655,917.08085,14513.274479999978,639019.5857
