pktloss,kex_alg,min,25pct,median,95pct,max
0,p256-kyber512_90s,63.1218,63.77145,64.07655,65.204595,66.2468
0.5,p256-kyber512_90s,63.1249,63.819975,64.09295,65.20418,1106.2894
1,p256-kyber512_90s,63.1494,63.78095,64.03245000000001,65.126475,1346.9379
1.5,p256-kyber512_90s,63.0867,63.454,63.793049999999994,338.195905,3111.3006
2,p256-kyber512_90s,63.1746,63.81925,64.0951,307.44233999999994,3713.5248
2.5,p256-kyber512_90s,63.1355,63.79707499999999,64.0645,375.96552999999994,3389.6437
3,p256-kyber512_90s,63.2208,63.8553,64.12235,1077.190065,3616.1492
4,p256-kyber512_90s,63.2104,63.93605,64.2191,1084.255695,4104.8835
5,p256-kyber512_90s,63.2754,63.938475,64.22165,1088.30106,3691.0617
6,p256-kyber512_90s,63.1537,63.83845,64.1785,1094.447835,3515.485
7,p256-kyber512_90s,63.2596,64.0001,64.30330000000001,1101.739955,3695.3505
8,p256-kyber512_90s,63.1061,64.022375,64.35560000000001,1112.8778499999999,8156.003
9,p256-kyber512_90s,63.206,64.04497500000001,64.401,1335.43947,7157.6153
10,p256-kyber512_90s,63.2103,64.071,64.43965,1375.602945,25808.9345
11,p256-kyber512_90s,63.3461,64.15684999999999,64.502,1688.504929999999,20157.4218
12,p256-kyber512_90s,63.3188,64.13577500000001,64.53954999999999,1999.638629999997,9816.2844
13,p256-kyber512_90s,63.1558,64.17725,64.65934999999999,3099.618195,15326.6282
14,p256-kyber512_90s,63.2174,64.169375,64.70505,2848.641114999989,32652.515
15,p256-kyber512_90s,63.2515,64.23015000000001,64.87015,3368.024254999999,16526.5498
16,p256-kyber512_90s,62.9101,63.2858,64.29884999999999,3329.514739999998,16140.529
17,p256-kyber512_90s,62.8919,63.3366,329.2387,3353.7666899999986,19111.2729
18,p256-kyber512_90s,62.9311,63.34467500000001,346.16700000000003,3537.8967850000004,38014.9241
19,p256-kyber512_90s,62.9316,63.388875,351.88195,3818.4303099999943,124553.9249
20,p256-kyber512_90s,62.9234,63.446075,353.17885,4118.285604999997,134756.3216
21,p256-kyber512_90s,63.335,64.441675,352.39685,3787.5920099999994,50332.5811
22,p256-kyber512_90s,63.4388,64.409025,376.18185,4848.995749999998,176002.7678
23,p256-kyber512_90s,63.2791,64.540675,405.5336,6925.415015,120571.2544
