pktloss,kex_alg,min,25pct,median,95pct,max
0,prime256v1,62.985,63.592349999999996,63.879000000000005,64.779715,66.8142
0.5,prime256v1,62.8666,63.49402499999999,63.75995,64.621275,1094.1885
1,prime256v1,62.8653,63.230475,63.51965,64.76692,1826.498
1.5,prime256v1,62.8727,63.466325,63.7029,298.926995,3313.4502
2,prime256v1,62.9028,63.55595,63.85755,351.48301,3358.5111
2.5,prime256v1,62.9029,63.422825,63.7688,1067.110205,3506.9799
3,prime256v1,62.9145,63.4983,63.80205,1071.514365,3381.7672
4,prime256v1,62.9722,63.573925,63.8703,1071.91075,3532.6267
5,prime256v1,62.9194,63.572849999999995,63.8857,1081.6516199999999,3583.6902
6,prime256v1,62.862,63.38835,63.6199,1087.177395,6400.7686
7,prime256v1,63.0054,63.60565,63.9237,1087.85637,6363.4933
8,prime256v1,63.0548,63.76112499999999,64.04835,1090.517865,4815.3697
9,prime256v1,62.8633,63.5996,64.02844999999999,1304.5071850000002,13209.7826
10,prime256v1,63.034,63.697825,64.03645,1308.7097,15551.701
11,prime256v1,62.9307,63.763525,64.1453,1375.8727049999998,7491.5993
12,prime256v1,63.0297,63.873225000000005,64.2427,1544.363005,9539.3441
13,prime256v1,63.0716,63.890525,64.2739,2087.725185,15358.177
14,prime256v1,62.9729,63.88544999999999,64.3577,2307.3866649999995,15678.7367
15,prime256v1,62.9767,63.949025000000006,64.48235,2982.685824999995,15887.3727
16,prime256v1,62.7196,63.070775000000005,63.6555,3103.8185000000003,28125.0232
17,prime256v1,62.7139,63.1015,296.08605,3392.518815,25520.1962
18,prime256v1,62.748,63.18877499999999,296.9756,3473.6486549999986,30960.6813
19,prime256v1,62.7121,63.166725,297.97175,3521.1753849999996,38880.7666
20,prime256v1,62.723,63.1789,327.92915,3604.1717549999994,22513.3366
21,prime256v1,63.1302,64.11840000000001,335.98365,4033.297969999999,51061.4263
22,prime256v1,63.1357,64.14065,351.45695,4163.324199999997,89629.8462
23,prime256v1,62.9343,64.1887,354.00815,4578.078224999999,92954.4217
