pktloss,kex_alg,min,25pct,median,95pct,max
0,p256-kyber512_90s,392.3089,393.30275000000006,393.59165,394.503245,396.7453
0.5,p256-kyber512_90s,392.3395,393.157275,393.43495,394.490525,1998.9168
1,p256-kyber512_90s,392.39,393.17167500000005,393.42505,394.87851,2019.6667
1.5,p256-kyber512_90s,392.3108,393.124825,393.4583,427.76237999997323,3422.5319
2,p256-kyber512_90s,392.2535,393.06975,393.3949,1015.3928299999999,5105.9558
2.5,p256-kyber512_90s,392.1999,393.026575,393.33625,1399.0812899999999,5320.0522
3,p256-kyber512_90s,392.2923,393.077825,393.40504999999996,1420.234865,4445.5005
4,p256-kyber512_90s,392.3058,392.99835,393.2754,1425.084845,4454.4187
5,p256-kyber512_90s,392.1966,393.133875,393.4328,1602.217485,7128.4053
6,p256-kyber512_90s,392.3869,393.20335,393.4796,1604.5053400000002,8257.9911
7,p256-kyber512_90s,392.2447,393.134225,393.5195,1618.05789,5639.0611
8,p256-kyber512_90s,392.2508,393.205425,393.54409999999996,2018.923795,10160.9208
9,p256-kyber512_90s,392.4268,393.315425,393.63464999999997,2210.9109249999997,20635.1671
10,p256-kyber512_90s,392.462,393.3384,393.63805,2230.907465,8887.8649
11,p256-kyber512_90s,392.2711,393.10965,393.5741,2442.4608999999996,10437.9852
12,p256-kyber512_90s,392.4717,393.375675,393.69765,2801.5101149999996,15517.0891
13,p256-kyber512_90s,392.3972,393.34000000000003,393.77110000000005,3426.91457,19141.9422
14,p256-kyber512_90s,392.5175,393.35597500000006,393.78485,3426.510555,21121.2494
15,p256-kyber512_90s,392.5442,393.49370000000005,393.9797,3621.2108699999994,41434.2691
16,p256-kyber512_90s,392.3239,393.4316749999999,988.9779000000001,4253.9046499999995,59927.269
17,p256-kyber512_90s,392.5552,393.515025,990.11655,4499.510259999994,63911.6981
18,p256-kyber512_90s,392.4677,393.57009999999997,994.7709,4744.627175,30944.8579
19,p256-kyber512_90s,392.3661,393.5576,1013.73585,5244.033855000001,45241.6326
20,p256-kyber512_90s,392.4139,393.56384999999995,1016.32915,5255.163524999997,41818.0307
21,p256-kyber512_90s,392.4362,393.55215,1011.1664,6367.970365,93685.7479
22,p256-kyber512_90s,392.5007,393.70585,1402.9845,7642.983704999998,121491.2824
23,p256-kyber512_90s,392.4013,393.68680000000006,1401.79645,7647.676415,47893.932
