pktloss,kex_alg,min,25pct,median,95pct,max
0,p256-sikep434,71.193,80.951225,97.21605,127.02869,178.3825
0.5,p256-sikep434,70.9969,76.2621,91.9529,126.66384499999997,1125.3027
1,p256-sikep434,71.0928,75.550575,90.7698,130.053105,3346.4002
1.5,p256-sikep434,71.1013,72.943825,80.08625,305.85044500000004,3554.0247
2,p256-sikep434,71.1021,72.86189999999999,79.08895,305.24918499999995,3114.9616
2.5,p256-sikep434,71.0545,72.44495,75.26544999999999,1073.4300700000001,1320.4564
3,p256-sikep434,71.0802,72.5777,76.15615,1081.4275049999999,3509.3526
4,p256-sikep434,71.0902,72.28072499999999,74.1269,1087.4803849999998,3399.9445
5,p256-sikep434,71.0886,72.46377500000001,74.54050000000001,1094.7361299999998,3556.5922
6,p256-sikep434,71.1308,72.440575,74.72615,1098.204185,7131.8969
7,p256-sikep434,71.1058,72.604325,74.86314999999999,1104.367875,15331.4572
8,p256-sikep434,71.094,72.60107500000001,75.05019999999999,1104.972005,9571.9501
9,p256-sikep434,71.1706,72.962325,76.14345,1123.284035,12737.3154
10,p256-sikep434,71.1869,73.03347500000001,76.4813,1255.7571849999986,7513.3474
11,p256-sikep434,71.1664,73.390475,77.48545,1313.397355,9581.2245
12,p256-sikep434,71.1574,73.362825,78.51759999999999,1351.229659999993,15355.7616
13,p256-sikep434,71.1479,73.4956,78.8395,2100.67027,9526.2366
14,p256-sikep434,71.2081,73.835275,83.77835,3050.210159999998,12535.7418
15,p256-sikep434,52.8991,57.7109,99.96950000000001,3092.1195049999997,44483.0882
16,p256-sikep434,52.7473,57.318275,262.5725,3089.9731699999998,22386.0324
17,p256-sikep434,52.7437,56.973025,264.894,3315.3278899999996,22225.3768
18,p256-sikep434,52.8865,57.6058,268.72215,3322.8236149999993,45649.3436
19,p256-sikep434,52.7762,56.715075,267.98895000000005,3446.300909999997,84119.4892
20,p256-sikep434,52.7515,57.319275000000005,269.7671,3566.1118149999993,34443.4188
21,p256-sikep434,71.1872,76.989475,292.71185,3791.7129299999983,50582.1468
22,p256-sikep434,71.2133,75.491575,293.39185,4416.37883,51035.6683
23,p256-sikep434,71.2522,76.31232500000002,295.76295000000005,4460.739679999999,67059.736
