pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,126.97497499999999,127.0824625,127.19085,127.3431125,127.62335000000002,127.96446,130.685165
0.1,126.966825,127.0940375,127.24265,127.46110000000002,127.73532499999999,128.084075,131.147245
0.5,126.9693,127.09642500000001,127.26015,127.54013749999999,127.854925,129.64530499999998,188.98807
1.0,126.99427499999999,127.1648625,127.4168,127.79773750000001,129.585925,158.29233000000002,237.52150000000003
1.5,126.9978,127.21406250000001,127.64925,128.61615,157.972525,188.687575,369.0513300000036
2.0,127.0298,127.375125,127.96539999999999,157.5669375,158.94655,207.790855,422.2713100000001
2.5,127.13725000000001,127.71340000000001,129.56869999999998,158.05564999999999,188.635825,220.88581999999997,566.7769400000047
3.0,127.2208,127.89937499999999,157.46435,158.60432500000002,189.55220000000003,250.95094500000002,1132.7108750000002
4.0,127.768,157.4855,158.5917,188.4242375,220.74485,392.53094999999996,1184.6511900000003
5.0,129.00355,158.0080875,159.86214999999999,194.4568,252.166425,426.21667499999995,1227.21305
6.0,157.67595,158.8364125,188.81830000000002,220.70997500000001,349.22270000000003,501.7194799999997,1266.1962050000002
7.0,157.967175,160.00395,190.7269,250.97564999999997,402.11665,642.5285999999943,1394.6357550000002
8.0,158.8836,188.961525,220.73425,284.27026250000006,453.9246,1160.514095,1510.3368300000004
9.0,159.65054999999998,190.4027875,250.72775000000001,344.357975,491.474925,1177.3139199999998,1571.38987
10.0,171.48195,219.61560000000003,281.71625,408.33333749999997,575.4925000000001,1198.5264249999998,1740.7287650000003
11.0,189.30015,223.39945,313.9501,448.47682499999996,732.0951,1246.7305349999995,2190.9853900000003
12.0,190.967975,252.17557499999998,361.83799999999997,489.3279,1107.5239500000002,1321.1805450000002,2435.1700950000004
13.0,220.177325,284.4972375,429.30405,581.5572125,1192.085175,1474.895965,3313.5340550000005
14.0,222.10385,313.287125,454.00945,664.6622500000001,1230.9911499999998,1635.0108249999998,3567.2398300000004
15.0,252.46675,379.65598750000004,517.46715,848.8381,1301.3378,1861.6685199999997,3816.12143
16.0,281.929975,425.585025,576.8793499999999,1134.3089125000001,1435.7064500000001,2193.196455,4184.9873050000015
17.0,315.630475,465.80692500000004,703.40345,1205.1884,1556.1179,2359.17336,4867.1619349999955
18.0,348.112125,508.128325,813.1261,1282.5395,1831.162875,3057.186569999998,6009.830059999982
19.0,427.214925,595.705275,1091.5192499999998,1395.063925,2106.1282,3436.498315,7538.238974999997
20.0,445.13085,637.24305,1161.0742,1501.4200624999999,2306.60945,3780.2346449999986,8637.17761499999
