pktloss,min,25pct,median,95pct,max
0,126.5295,127.04685,127.30699999999999,130.374135,138.9984
0.1,126.4846,126.9603,127.16295,130.43966999999998,1230.5236
0.5,126.4884,126.93115,127.1524,188.56750499999998,1231.8863
1,126.4779,126.944275,127.22749999999999,250.66105499999995,2242.6734
1.5,126.4832,126.9741,127.33795,391.984205,3642.4004
2,126.4731,127.0151,127.79415,422.4356099999997,3680.364
2.5,126.4945,127.019,129.06655,546.3784449999955,3535.8001
3,126.5292,127.12052499999999,157.7568,1155.8596449999998,3546.1861
4,126.4944,127.200225,158.10255,1176.8756399999995,4891.4103
5,126.4698,129.310475,159.38434999999998,1219.8816649999994,3795.1426
6,126.49,157.78730000000002,188.93475,1290.6432149999998,13418.9183
7,126.5279,157.953075,191.33544999999998,1403.1114549999984,7554.9411
8,126.5085,158.377,220.6274,1486.5024749999993,13355.0727
9,126.57,159.0078,251.12455,1706.7310799999993,7787.4502
10,126.6087,161.855075,281.83325,1811.8438299999998,61761.7569
11,126.6012,189.41225,313.2413,2291.1512799999987,16869.0458
12,126.577,190.30575,345.5967,2362.9626649999977,30800.6982
13,126.7223,220.2567,426.89675,3180.7077699999986,50653.563
14,126.7808,221.168325,458.53065000000004,3521.316869999996,43623.6483
15,126.6526,252.325,507.6513,3780.9712449999993,90299.4208
16,126.9051,270.826225,559.84095,4063.8799399999975,69913.6606
17,126.7291,313.552125,726.3181,4831.872270000001,120173.9601
18,126.8991,332.057025,774.9542,5711.237534999999,240121.6964
19,126.8159,420.71945,1092.23675,7607.212489999991,326301.4044
20,126.9484,456.630275,1204.6336999999999,9135.309309999997,743676.2172
