pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,237.100575,237.1917625,237.3182,237.5809125,237.97805,238.429865,239.35093999999998
0.1,237.078475,237.16590000000002,237.28845,237.4817,237.87784999999997,238.294685,239.35675
0.5,237.04784999999998,237.1279,237.21365,237.33445,237.562675,237.93491500000002,239.74663
1.0,237.055025,237.1415,237.24745000000001,237.40029999999996,237.63612500000002,238.051515,422.72676
1.5,237.05647499999998,237.14966249999998,237.2616,237.421975,237.72154999999998,238.98318,600.7067100000002
2.0,237.07557500000001,237.172725,237.29645,237.4799375,237.87667499999998,315.62564499999996,621.1649650000003
2.5,237.092575,237.20036249999998,237.34185000000002,237.5666125,238.141125,316.253845,1238.56284
3.0,237.108225,237.2299875,237.38920000000002,237.6711125,240.624525,394.80815000000007,1249.4987999999998
4.0,237.1178,237.25235,237.4519,237.8905125,315.849225,532.9832399999999,1262.218825
5.0,237.15985,237.3356,237.66895,242.15795,394.24795,616.3367549999999,1395.6119350000001
6.0,237.21245000000002,237.4384625,237.90675,315.792775,424.16700000000003,629.84007,1410.853795
7.0,237.22545000000002,237.48985,238.68445,316.418725,599.694375,907.9876649999989,1569.47781
8.0,237.2994,237.70999999999998,315.6296,393.8708625,613.218075,1240.5385549999999,1651.49607
9.0,237.367675,238.0587625,315.99365,423.8218875,681.49815,1263.608785,1832.6807000000013
10.0,237.51257499999997,315.4657,316.44555,502.4957625,710.7674000000001,1316.1236199999998,2117.3627400000005
11.0,237.613625,315.7276625,394.09055,607.2643499999999,862.6809,1394.3488699999996,2313.5511750000005
12.0,237.89050000000003,315.9042375,394.87185,621.3548375,1238.75925,1431.7186749999992,2442.8031750000005
13.0,238.42452500000002,316.23427499999997,426.1328,687.89185,1262.05335,1622.3065149999998,3157.572535000001
14.0,315.62155,316.7361125,543.3804,699.067775,1312.048225,1686.456299999999,3434.3155800000013
15.0,315.825125,394.25939999999997,609.7329,789.4691,1344.43855,1849.0139499999984,3668.586625000005
16.0,316.02535,395.52285,627.0897,1002.3826750000001,1419.570025,1995.870415,3811.016805000001
17.0,316.1056,423.42755,680.7411999999999,1169.87045,1487.46835,2157.5821799999985,4147.671680000001
18.0,316.49794999999995,473.47702499999997,698.09905,1253.179875,1635.0529500000002,2412.1472,4707.720645000002
19.0,328.9754,605.1171875,756.1285,1295.2955125,1718.6873,2601.7999250000003,4972.891775000004
20.0,394.37120000000004,616.946375,812.9254,1338.6654749999998,1879.2582,2982.9470949999995,5858.867150000007
