pktloss,min,25pct,median,95pct,max
0,62.9029,63.3111,63.586,65.144155,67.5779
0.1,62.9458,63.328174999999995,63.59725,64.964215,1080.6987
0.5,62.9438,63.346925,63.63185,65.282325,1135.6745
1,62.9084,63.3116,63.5656,115.7183449999999,2133.8953
1.5,62.9114,63.301950000000005,63.583600000000004,202.8237599999997,3541.8553
2,62.895,63.303650000000005,63.595600000000005,352.71956499999936,3094.6873
2.5,62.9143,63.28425,63.57775,1064.5976950000002,3551.7344
3,62.8886,63.30435,63.5901,1073.5785549999998,3562.9061
4,62.8933,63.3106,63.61709999999999,1087.912805,4092.53
5,62.9166,63.31695,63.71045,1127.817975,3618.4757
6,62.9371,63.343875,63.752449999999996,1130.872295,7005.4734
7,62.9292,63.369525,63.79925,1136.905125,8897.8122
8,62.904,63.36435,63.9582,1185.4608899999992,7136.6905
9,62.9575,63.396550000000005,64.19569999999999,1369.7161699999995,13151.9185
10,62.9335,63.449125,64.652,1561.0084149999873,11575.8526
11,62.9131,63.455299999999994,66.3822,2079.6679249999984,16431.4935
12,62.9316,63.507374999999996,112.13159999999999,2139.2485599999986,19090.6637
13,62.9319,63.544075,125.4889,2466.978794999982,52785.5601
14,62.9577,63.58987499999999,144.0666,2475.240804999996,13415.4165
15,62.9654,63.628775,199.5408,3140.960604999999,22307.3434
16,62.9555,63.721774999999994,336.36035,3470.2367749999953,19599.8146
17,62.9714,63.768275,339.7078,3394.5273049999987,74800.6114
18,62.9231,64.108525,354.8527,3879.052105,231510.9581
19,62.9695,64.005825,354.0941,4148.083439999987,146934.3166
20,62.9864,64.31995,403.87564999999995,4577.908939999994,460049.9956
