pktloss,min,25pct,median,95pct,max
0,392.0777,392.54409999999996,392.75715,393.552165,395.52
0.1,392.0121,392.40345,392.57885,393.30821,1410.0516
0.5,392.0245,392.38930000000005,392.56575,393.408975,3437.3038
1,392.044,392.32869999999997,392.48605,393.487215,2590.8231
1.5,392.0015,392.280175,392.4383,990.7139799999999,5131.6855
2,391.9903,392.28905,392.45180000000005,1038.745359999898,3427.9994
2.5,392.0017,392.29017500000003,392.44015,1404.518565,4454.2052
3,391.9901,392.29795,392.45939999999996,1420.1689699999997,8270.5378
4,391.9261,392.29587499999997,392.46055,1422.2172699999996,5086.4885
5,392.009,392.301475,392.4762,1591.6011449999994,7518.8724
6,391.982,392.32025,392.49784999999997,1605.3244750000001,7510.5561
7,392.0604,392.333475,392.51959999999997,1612.1315,7609.5477
8,392.0241,392.34185,392.54655,2012.2242399999996,7602.1914
9,392.0365,392.334575,392.5386,2218.127805,15865.4958
10,392.0198,392.321675,392.53465,2428.1504349999996,8825.7955
11,392.0038,392.4078,392.64495,2612.8552249999993,14008.2837
12,392.0347,392.4068,392.65475,2804.8756,17462.9889
13,392.0296,392.431,392.71155,3286.4488699999893,27539.337
14,392.0347,392.4155,392.7398,3235.404989999976,39871.255
15,392.0187,392.40857500000004,392.82230000000004,3807.576005,31202.6322
16,392.0265,392.45205,989.8157,4399.553299999998,17794.3223
17,392.0248,392.53317499999997,989.2989500000001,4442.530484999999,78783.2489
18,392.0755,392.50762499999996,992.12185,4685.591389999995,46591.1127
19,391.979,392.52579999999995,1007.3385000000001,4738.731024999995,37819.9053
20,392.0806,392.54330000000004,1017.27395,5216.71843,79702.7203
