pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,785.1447,785.2852625,785.4591,785.9266749999999,786.4811,787.911395,789.8941399999999
0.1,785.07085,785.20165,785.3897,785.8619,786.3099,787.1212750000001,790.3417
0.5,785.042025,785.1748625,785.39865,786.0409125,786.59285,788.1365350000001,1176.192795
1.0,785.08675,785.2745625,785.9258,786.4657875,788.12525,981.619925,1371.8204250000001
1.5,785.1410000000002,785.4751,786.2698,787.0184375,980.67865,985.6412149999999,1520.3635250000002
2.0,785.206525,785.9199249999999,786.68285,980.3965000000001,982.026875,1177.67344,1781.60149
2.5,785.291025,786.229425,787.3309,980.90005,983.726125,1241.248905,1803.693375
3.0,785.3992999999999,786.62025,980.4324,981.8670875,1176.7199,1374.87818,1990.133815
4.0,786.371175,980.349475,981.67295,1175.8540375,1371.8813,1581.813515,2352.3638750000014
5.0,787.237375,980.9429,982.64745,1177.7666,1491.822125,1795.5676899999999,2581.54529
6.0,980.5687,982.0103125,1176.4227,1372.2491875,1593.537925,1983.99608,2794.800120000001
7.0,980.9473999999999,983.5170625,1178.8139500000002,1491.9579625,1780.973325,2184.6536749999996,3118.054405000001
8.0,981.835,1176.3573124999998,1372.0527000000002,1569.9218875000001,1958.627525,2389.4107099999997,3580.3090050000014
9.0,982.811825,1178.1448,1400.1195,1763.0565625,2076.28055,2604.9234199999996,4392.312930000001
10.0,986.495275,1239.75045,1568.5075000000002,1807.6056250000001,2205.682725,2798.72284,4772.445970000001
11.0,1177.126275,1374.123575,1729.6345000000001,1994.5859875,2472.2408000000005,3136.1913199999995,5389.181304999999
12.0,1178.4553250000001,1567.5554625,1789.1054,2169.3045374999997,2654.830925,3398.0442799999996,5802.268975000002
13.0,1371.779,1590.51075,1959.85295,2350.2628125,2918.786225,3804.241369999998,6668.153455000001
14.0,1374.0640999999998,1763.7185,2032.72455,2545.9281124999998,3222.909775,4405.28095,7567.388635000002
15.0,1556.5642999999998,1791.8615375,2184.5914000000002,2716.8415125,3461.9509,4702.712019999998,8281.614415000004
16.0,1577.59475,1961.5938,2371.6698,2961.6482750000005,3939.281075,5529.4131149999985,9677.087135000003
17.0,1762.9768000000001,2024.4143125,2573.85195,3163.5183500000003,4246.9259250000005,6136.716174999999,11281.387090000002
18.0,1789.096,2218.3183625,2801.43865,3519.839475,4912.52995,6975.618744999999,12619.386330000005
19.0,1960.93935,2412.2483625,3039.7057999999997,3975.0024750000002,5591.159949999999,8113.830129999993,16129.105315000003
20.0,2063.365775,2652.183575,3320.89895,4326.2553625,6123.156525,9415.198435,20031.697445
