pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,392.52764999999994,392.6547875,392.79455,392.9566375,393.16022499999997,393.368915,393.73127500000004
0.1,392.45855,392.5846,392.70585,392.87008749999995,393.084275,393.33938,393.88701
0.5,392.36727500000006,392.48064999999997,392.59935,392.7462125,392.925775,393.15400500000004,393.699575
1.0,392.3659,392.4682,392.59275,392.73503750000003,392.917325,393.117555,393.85717000000005
1.5,392.34895,392.4498625,392.56885,392.7241,392.92082500000004,393.14279999999997,991.684385
2.0,392.342775,392.4369,392.5436,392.67931250000004,392.8649,393.10226,1010.219905
2.5,392.3604,392.4551,392.5735,392.7493,392.9581,393.25064,1405.28226
3.0,392.35454999999996,392.46266249999996,392.5837,392.7557375,392.985375,393.40246,1415.9134450000001
4.0,392.39087500000005,392.5023625,392.63505,392.815925,393.05955000000006,990.1876649999999,1587.55811
5.0,392.39135,392.51482500000003,392.66885,392.86750000000006,393.158725,1004.7837199999999,1596.51883
6.0,392.3867,392.5044875,392.64965,392.88047500000005,393.303725,1015.53664,1605.16269
7.0,392.4203,392.54765,392.7294,392.969175,987.6522500000001,1404.222555,1614.9862400000002
8.0,392.4157,392.5429,392.7316,392.99587499999996,992.613225,1408.1201300000002,2010.6425199999999
9.0,392.426475,392.57386249999996,392.7933,393.10017500000004,1007.1478999999999,1415.2349049999998,2026.0734700000005
10.0,392.4724,392.6300625,392.86005,393.2398375,1393.2133999999999,1429.221205,2421.6697850000005
11.0,392.47185,392.6400625,392.9057,393.57205,1399.890925,1591.86661,2431.611605
12.0,392.4915,392.67112499999996,392.94309999999996,990.805975,1407.9624250000002,1603.75008,2811.63297
13.0,392.5292,392.7342125,393.0531,997.7875375,1410.73715,1610.418175,3421.473965
14.0,392.549175,392.7744,393.1357,1008.7310375,1414.20945,1805.5837449999915,3427.6673
15.0,392.58520000000004,392.834425,393.30355,1017.01805,1422.62425,2012.6736999999998,3617.12038
16.0,392.592725,392.85955,987.9251,1402.112775,1594.6846750000002,2189.6282949999995,4083.344935000002
17.0,392.641175,392.9636,991.2908,1405.726925,1600.623225,2220.561655,4417.9673299999995
18.0,392.64167499999996,392.9600125,993.5541499999999,1408.0597750000002,1607.58615,2584.9888349999997,4481.425615000001
19.0,392.701675,393.1284625,1006.15875,1411.5169624999999,2001.991225,2627.3293099999996,5018.036615
20.0,392.731125,393.1927625,1012.7425499999999,1414.5472625000002,2014.607925,2830.2286299999996,5184.124220000001
