pktloss,min,25pct,median,95pct,max
0,94.258,94.6237,94.76625,97.21722,107.9852
0.1,94.3014,94.5967,94.71764999999999,96.59882999999999,1124.9657
0.5,94.2575,94.588175,94.71055,124.71544499999999,1246.9172
1,94.2568,94.5897,94.7161,174.443635,2168.8748
1.5,94.2258,94.590225,94.7265,335.1676099999935,1655.207
2,94.2828,94.5774,94.73304999999999,375.3470299999991,3136.3916
2.5,94.2804,94.5985,94.77244999999999,471.8356149999755,3673.5446
3,94.22,94.58324999999999,94.76885,1109.5367150000002,15505.8195
4,94.2831,94.634,94.88295,1122.9235800000001,3837.3655
5,94.2837,94.6302,94.90084999999999,1130.5776499999997,4195.0976
6,94.2827,94.66550000000001,95.1768,1166.45713,19232.3722
7,94.3041,94.69575,125.19874999999999,1202.7221199999958,7360.9474
8,94.3003,94.744625,125.6624,1291.1005949999992,19501.4095
9,94.3149,94.806,125.77645000000001,1409.0669099999998,14534.3185
10,94.3331,94.850925,125.87695,1745.7093199999972,8216.918
11,94.3344,94.8969,125.976,1846.8668949999997,13923.9801
12,94.3002,95.06732499999998,156.7756,2463.791234999992,26095.8652
13,94.3339,125.2777,158.16445,2507.879979999999,20884.452
14,94.3364,125.55925,229.7777,3145.853219999999,33915.5577
15,94.2918,125.628225,361.98515,3404.449229999996,26011.9491
16,94.2762,125.789375,381.18854999999996,3619.7653499999974,43026.1686
17,94.3495,125.87495,392.87120000000004,3803.0024799999987,33972.6399
18,94.3073,125.9829,399.91935,3870.6395849999963,63407.4045
19,94.3781,126.196625,416.34929999999997,4485.218374999992,292368.0607
20,94.3188,156.5539,441.30425,5379.795174999979,176116.7424
