pktloss,percent025,percent0375,percent05,percent0625,percent075,percent085,percent095
0.0,588.1771749999999,588.2772625,588.41155,588.6473125,589.08825,589.54159,590.484015
0.1,588.16865,588.2509625,588.3539,588.5162,588.90365,589.36603,590.299445
0.5,588.1528,588.2414,588.3396,588.4743125,588.7376750000001,589.08673,591.61021
1.0,588.1697,588.267125,588.3837,588.5468125,588.8342250000001,589.2340049999999,1039.979245
1.5,588.165375,588.2631624999999,588.38735,588.5807500000001,588.949675,589.521225,1185.23293
2.0,588.1666,588.2786249999999,588.4122,588.6286375,589.029275,783.87347,1393.6877250000002
2.5,588.18825,588.3065,588.47025,588.763025,589.2782,784.51642,1598.284645
3.0,588.20075,588.321,588.4894999999999,588.81435,590.310975,979.49799,1604.7300200000002
4.0,588.2319749999999,588.3674624999999,588.6085,589.0644,784.04665,1190.39751,1793.3255800000002
5.0,588.2819999999998,588.4621,588.8,783.3390875,979.26205,1347.6336649999996,1999.363115
6.0,588.32215,588.547025,589.0225499999999,783.951075,1041.6433,1402.5285,2177.966335000001
7.0,588.3815999999999,588.695925,590.44055,784.5737750000001,1203.4651749999998,1600.3259349999998,2393.03569
8.0,588.4035749999999,588.843925,783.7995,979.353625,1343.9298,1612.8460149999999,2616.2008900000005
9.0,588.47065,589.1199875,784.0427999999999,1040.0079875000001,1401.628275,1803.99679,2787.976555
10.0,588.60775,783.578575,784.54565,1184.6355374999998,1591.3022999999998,1992.9701250000003,3217.369090000001
11.0,588.794275,783.8656125,979.216,1330.2963,1603.376,2073.840925,3572.776345000002
12.0,588.979075,783.99775,979.73855,1372.578225,1618.999675,2233.0294149999972,3779.29507
13.0,589.786525,784.4572625000001,1043.1608,1425.0644125,1806.246725,2583.38998,4421.469685000001
14.0,783.7848250000001,785.1922374999999,1192.84485,1588.588775,1986.5145499999999,2741.398499999997,4637.47858
15.0,783.896475,979.5714499999999,1351.5471499999999,1602.7453,2196.55455,3009.032729999999,5280.278725000002
16.0,784.0705,980.0807125,1386.2076499999998,1653.5413,2397.04565,3236.0152449999987,5737.26951
17.0,784.4022249999999,1041.836675,1407.81555,1801.286275,2595.689,3629.4925349999985,6307.453225
18.0,784.58005,1175.3435,1571.3335000000002,1951.7477250000002,2771.6987,4033.7069149999993,7660.50629
19.0,850.81395,1240.2531749999998,1605.5171500000001,2164.7172875,3072.069,4383.9769,8127.479870000002
20.0,979.592325,1379.5256125,1654.6109000000001,2268.0841250000003,3204.80595,4663.301705,9151.275485000004
