pktloss,min,25pct,median,95pct,max
0,157.9376,158.324725,158.4953,159.16868,160.9645
0.1,157.9568,158.326675,158.5173,159.50822,1178.6964
0.5,157.9775,158.271825,158.44805,159.30594000000002,1260.3948
1,157.9386,158.248175,158.39285,159.18779,1801.4152
1.5,157.9746,158.2361,158.3896,406.1422499999998,2183.3277
2,157.9377,158.23402499999997,158.37605000000002,460.8850899999993,3662.9749
2.5,157.99,158.236175,158.3942,1163.0531850000002,3836.362
3,157.9565,158.2215,158.375,1169.1803599999996,3709.346
4,157.9611,158.251275,158.41115000000002,1181.7108549999998,4058.8291
5,157.9769,158.246325,158.4078,1186.19423,4192.3933
6,157.9993,158.26305000000002,158.44295,1247.8139399999998,14776.61
7,157.9819,158.24947500000002,158.42525,1252.58135,8325.5006
8,157.9489,158.2652,158.4538,1260.4217649999998,7352.3731
9,157.9563,158.29645,158.5014,1486.348254999988,7374.3618
10,158.0078,158.31327499999998,158.541,1557.8852449999995,15546.0029
11,158.001,158.32015,158.5446,1716.1589699999975,10082.1971
12,158.0177,158.337675,158.59155,2183.58162,12302.7823
13,157.9932,158.318925,158.6076,2741.6173549999994,34436.2992
14,158.0244,158.360475,158.69495,2345.280739999999,21665.1585
15,157.9609,158.3605,158.7923,3253.42429,19543.8946
16,157.9918,158.37175000000002,406.77945,3258.7265799999996,22166.5938
17,158.0261,158.400675,408.20285,3550.598604999999,34361.8145
18,158.0339,158.44975,523.64055,3721.9734349999962,39960.5301
19,158.0315,158.419225,522.1361999999999,3877.470679999994,31683.551
20,158.0279,158.527175,543.9409,4380.665199999989,28287.9195
